X,Y,OBJECTID,GlobalID,CreationDate,Creator,EditDate,Editor,case_number,crime_category,crime_code,crime_description,crime_type,reported_block_address,city_of_incident,city,district,reported_date,reported_year,reported_month,reported_day,reported_hour,reported_dayofwk,latitude,longitude,agency,updated_date
-78.549072525,35.7237721320001,570076,bb656d32-2a2c-4ed3-a78e-292f2ba6b02a,2020/02/19 11:44:54.538+00,RaleighGIS,2020/02/19 11:44:54.538+00,RaleighGIS,P20009594,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,6200 BLOCK ROCK QUARRY RD,WAKE COUNTY,RALEIGH,Southeast,2020/02/19 02:39:00+00,2020,2,18,21,Tuesday,35.7237721320001,-78.549072525,RPD,2020/02/19 10:21:18.393+00
-78.587874508,35.788000823,570077,c51ced61-2f28-46ae-843e-b9dc91e7d10a,2020/02/19 11:44:54.538+00,RaleighGIS,2020/02/19 11:44:54.538+00,RaleighGIS,P20009595,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,3100 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2020/02/19 02:44:00+00,2020,2,18,21,Tuesday,35.7880008230001,-78.587874508,RPD,2020/02/19 04:20:03.129+00
,,570082,8c885c74-e36d-47bb-ab89-52e0b6179824,2020/02/19 11:44:54.538+00,RaleighGIS,2020/02/19 11:44:54.538+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Downtown,2020/02/18 16:09:00+00,2020,2,18,11,Tuesday,0,0,RPD,2020/02/19 05:38:37.397+00
,,570083,e14c4252-1da8-443c-9544-0d6298e06087,2020/02/19 11:44:54.538+00,RaleighGIS,2020/02/19 11:44:54.538+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Northeast,2020/02/19 00:02:00+00,2020,2,18,19,Tuesday,0,0,RPD,2020/02/19 09:08:38.487+00
,,570085,64209344-5c6f-4057-9135-f113885136cc,2020/02/19 11:44:54.538+00,RaleighGIS,2020/02/19 11:44:54.538+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Northwest,2020/02/18 13:55:00+00,2020,2,18,8,Tuesday,0,0,RPD,2020/02/19 07:44:46.940+00
,,570086,99b297b2-9245-4451-88d7-7002f890c2a5,2020/02/19 11:44:54.538+00,RaleighGIS,2020/02/19 11:44:54.538+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southeast,2020/02/18 19:54:00+00,2020,2,18,14,Tuesday,0,0,RPD,2020/02/18 23:00:40.937+00
,,570087,59c57c24-6c69-467e-893d-e98bb0812881,2020/02/19 11:44:54.538+00,RaleighGIS,2020/02/19 11:44:54.538+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southeast,2020/02/18 21:13:00+00,2020,2,18,16,Tuesday,0,0,RPD,2020/02/19 04:36:38.397+00
,,570089,447f82ce-fa0c-41e6-93f6-1dde6abce841,2020/02/19 11:44:54.538+00,RaleighGIS,2020/02/19 11:44:54.538+00,RaleighGIS,,MISCELLANEOUS,81C,Miscellaneous/Found Property,,,,RALEIGH,North,2020/02/18 16:41:00+00,2020,2,18,11,Tuesday,0,0,RPD,2020/02/18 22:02:16.390+00
,,570090,4ec7b20f-739e-4c2b-8ec9-201c9df3a110,2020/02/19 11:44:54.538+00,RaleighGIS,2020/02/19 11:44:54.538+00,RaleighGIS,,MISCELLANEOUS,81F,Miscellaneous/Mental Commitment,,,,RALEIGH,Downtown,2020/02/19 00:53:00+00,2020,2,18,19,Tuesday,0,0,RPD,2020/02/19 07:33:12.133+00
,,570092,636c61cc-c3e3-490d-b1ab-e410b7ce0713,2020/02/19 11:44:54.538+00,RaleighGIS,2020/02/19 11:44:54.538+00,RaleighGIS,,MISCELLANEOUS,81F,Miscellaneous/Mental Commitment,,,,RALEIGH,Southeast,2020/02/19 02:21:00+00,2020,2,18,21,Tuesday,0,0,RPD,2020/02/19 05:31:46.820+00
-78.6473544139999,35.784664225,570095,f04d3d49-f8a9-4cfb-8823-8e1bec577ec9,2020/02/19 11:44:54.538+00,RaleighGIS,2020/02/19 11:44:54.538+00,RaleighGIS,P20009559,LARCENY,35D,Larceny/Theft from Building,CRIMES AGAINST PROPERTY,300 BLOCK GLENWOOD AVE,RALEIGH,RALEIGH,Downtown,2020/02/18 22:43:00+00,2020,2,18,17,Tuesday,35.784664225,-78.6473544139999,RPD,2020/02/19 07:33:05.447+00
-78.6394584389999,35.7736202850001,570096,cba3f70a-14bb-47c9-97c3-2366d7cb2ca4,2020/02/19 11:44:54.538+00,RaleighGIS,2020/02/19 11:44:54.538+00,RaleighGIS,P20009577,ASSAULT,25F,Assault/Intimidation-Communicating Threats,CRIMES AGAINST PERSONS,500 BLOCK FAYETTEVILLE ST,RALEIGH,RALEIGH,Downtown,2020/02/19 00:51:00+00,2020,2,18,19,Tuesday,35.7736202850001,-78.639458439,RPD,2020/02/19 10:37:33.760+00
,,570115,1fa06ba2-5b83-4105-967a-d631e4c2cef4,2020/02/19 11:44:54.538+00,RaleighGIS,2020/02/19 11:44:54.538+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Northwest,2020/02/18 23:13:00+00,2020,2,18,18,Tuesday,0,0,RPD,2020/02/19 10:08:31.977+00
,,570116,71caad5e-c47c-4ecc-8a36-52a7112331d5,2020/02/19 11:44:54.538+00,RaleighGIS,2020/02/19 11:44:54.538+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2020/02/19 04:08:00+00,2020,2,18,23,Tuesday,0,0,RPD,2020/02/19 09:22:42.380+00
,,570120,24420c8c-4e1e-4f6c-808e-40183e02f978,2020/02/19 11:44:54.538+00,RaleighGIS,2020/02/19 11:44:54.538+00,RaleighGIS,,MISCELLANEOUS,81L,Miscellaneous/Suicide,,,,RALEIGH,Downtown,2020/02/19 02:57:00+00,2020,2,18,21,Tuesday,0,0,RPD,2020/02/19 07:34:28.473+00
-78.733867166,35.7848854810001,570207,99475944-9523-4a04-b271-f84e11b57bde,2020/02/21 05:00:51.966+00,RaleighGIS,2020/02/21 05:00:51.966+00,RaleighGIS,P20009795,ALL OTHER OFFENSES,80A,All Other/All Other Offenses,,400 BLOCK WOLF VIEW DR,RALEIGH,RALEIGH,Southwest,2020/02/20 05:17:00+00,2020,2,20,0,Thursday,35.7848854810001,-78.733867166,RPD,2020/02/20 19:33:44.613+00
-78.576800914,35.7978614470001,570214,22f47273-f21b-4127-b2fe-bb8a03bdec1f,2020/02/21 05:00:51.966+00,RaleighGIS,2020/02/21 05:00:51.966+00,RaleighGIS,P20009808,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,3700 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Northeast,2020/02/20 06:51:00+00,2020,2,20,1,Thursday,35.7978614470001,-78.576800914,RPD,2020/02/20 20:43:14.783+00
-78.802870733,35.9100931180001,570217,dafbab51-428a-4cfb-8fdd-59870e212d9d,2020/02/21 05:00:51.966+00,RaleighGIS,2020/02/21 05:00:51.966+00,RaleighGIS,P20009814,WEAPONS VIOLATION,51C,Weapons/Shots Fired,CRIMES AGAINST SOCIETY,11300 BLOCK EMPIRE LAKES DR,RALEIGH,RALEIGH,Northwest,2020/02/20 09:06:00+00,2020,2,20,4,Thursday,35.9100931180001,-78.802870733,RPD,2020/02/20 16:35:37.667+00
-78.612196435,35.8053929230001,570229,9110453f-463e-4ead-a8ef-ca063d90c84a,2020/02/21 05:00:51.966+00,RaleighGIS,2020/02/21 05:00:51.966+00,RaleighGIS,P20009845,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,2400 BLOCK CRABTREE BLVD,RALEIGH,RALEIGH,Southeast,2020/02/20 14:53:00+00,2020,2,20,9,Thursday,35.8053929230001,-78.612196435,RPD,2020/02/20 23:22:23.517+00
-78.612196435,35.8053929230001,570230,6714edf1-1dc8-4a1a-b5b5-dcd5561ab0e9,2020/02/21 05:00:51.966+00,RaleighGIS,2020/02/21 05:00:51.966+00,RaleighGIS,P20009845,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,2400 BLOCK CRABTREE BLVD,RALEIGH,RALEIGH,Southeast,2020/02/20 14:53:00+00,2020,2,20,9,Thursday,35.8053929230001,-78.612196435,RPD,2020/02/20 23:22:23.517+00
,,570268,159d1888-e1a4-454b-9930-32dcafeb22f3,2020/02/21 05:00:51.966+00,RaleighGIS,2020/02/21 05:00:51.966+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Downtown,2020/02/20 07:16:00+00,2020,2,20,2,Thursday,0,0,RPD,2020/02/20 16:35:19.293+00
,,570285,836c4106-95f3-4e3c-9734-dc252a576c03,2020/02/21 05:00:51.966+00,RaleighGIS,2020/02/21 05:00:51.966+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Northwest,2020/02/20 08:08:00+00,2020,2,20,3,Thursday,0,0,RPD,2020/02/20 20:44:42.867+00
,,570332,ff518d49-042f-4344-a11c-b4203181cafe,2020/02/21 05:00:51.966+00,RaleighGIS,2020/02/21 05:00:51.966+00,RaleighGIS,P20009817,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,,WAKE COUNTY,RALEIGH,Northeast,2020/02/20 11:07:00+00,2020,2,20,6,Thursday,0,0,RPD,2020/02/20 16:35:44.343+00
-78.601827423,35.836884345,570526,30249d24-a766-4c6c-a926-f61b24122113,2020/02/24 05:00:41.723+00,RaleighGIS,2020/02/24 05:00:41.723+00,RaleighGIS,P20010300,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,4000 BLOCK ATLANTIC AVE,RALEIGH,RALEIGH,North,2020/02/23 09:02:00+00,2020,2,23,4,Sunday,35.836884345,-78.601827423,RPD,2020/02/23 11:12:59.267+00
-78.6012229309999,35.811961846,570539,1f7a7fb2-0d5a-4d3e-a808-fd4512c6ef5e,2020/02/24 05:00:41.723+00,RaleighGIS,2020/02/24 05:00:41.723+00,RaleighGIS,P20010323,FRAUD,56A,Fraud/False Pretense or Swindle,CRIMES AGAINST PROPERTY,2600 BLOCK APPLIANCE CT,RALEIGH,RALEIGH,Northeast,2020/02/23 14:13:00+00,2020,2,23,9,Sunday,35.811961846,-78.6012229309999,RPD,2020/02/24 00:56:07.363+00
-78.629309749,35.774580308,570562,72a3ee3d-371a-423f-86d1-26d997b7a9fe,2020/02/24 05:00:41.723+00,RaleighGIS,2020/02/24 05:00:41.723+00,RaleighGIS,P20010377,BURGLARY/RESIDENTIAL,30B,Burglary/Residential,CRIMES AGAINST PROPERTY,400 BLOCK S SWAIN ST,RALEIGH,RALEIGH,Downtown,2020/02/23 20:28:00+00,2020,2,23,15,Sunday,35.7745803080001,-78.629309749,RPD,2020/02/23 23:03:35.380+00
-78.594350447,35.8161643280001,570575,cb37c1f1-2f9f-4403-8cf1-e8cdd2a279c1,2020/02/24 05:00:41.723+00,RaleighGIS,2020/02/24 05:00:41.723+00,RaleighGIS,P20010409,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,3000 BLOCK STONYBROOK DR,RALEIGH,RALEIGH,Northeast,2020/02/23 21:51:00+00,2020,2,23,16,Sunday,35.8161643280001,-78.594350447,RPD,2020/02/24 00:47:07.809+00
,,570605,1141a754-390a-4f36-bdb0-2e3d51bca200,2020/02/24 05:00:41.723+00,RaleighGIS,2020/02/24 05:00:41.723+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southeast,2020/02/23 11:02:00+00,2020,2,23,6,Sunday,0,0,RPD,2020/02/23 23:12:35.080+00
,,570607,5f70a2ce-eb2b-436b-b7ee-2d4bcd7d5fb6,2020/02/24 05:00:41.723+00,RaleighGIS,2020/02/24 05:00:41.723+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southeast,2020/02/23 15:38:00+00,2020,2,23,10,Sunday,0,0,RPD,2020/02/23 23:08:51.110+00
,,570617,971f2272-3d6e-4620-8506-8cca4a6e9d9d,2020/02/24 05:00:41.723+00,RaleighGIS,2020/02/24 05:00:41.723+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2020/02/23 13:11:00+00,2020,2,23,8,Sunday,0,0,RPD,2020/02/23 20:01:06.553+00
,,570624,44e0153b-4745-4d66-b8c5-c55fc1682d81,2020/02/24 05:00:41.723+00,RaleighGIS,2020/02/24 05:00:41.723+00,RaleighGIS,,MISCELLANEOUS,81F,Miscellaneous/Mental Commitment,,,,RALEIGH,Northwest,2020/02/23 15:47:00+00,2020,2,23,10,Sunday,0,0,RPD,2020/02/23 20:00:16.227+00
,,570625,08728406-fff8-46a3-9b1e-412832496492,2020/02/24 05:00:41.723+00,RaleighGIS,2020/02/24 05:00:41.723+00,RaleighGIS,,MISCELLANEOUS,81F,Miscellaneous/Mental Commitment,,,,RALEIGH,Southwest,2020/02/23 17:08:00+00,2020,2,23,12,Sunday,0,0,RPD,2020/02/23 20:03:31.820+00
-78.576545836,35.7678527030001,570697,c7c078b6-1529-432d-9062-d3160d090deb,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,P20010458,DRUGS,54D,Drug Violation/Misdemeanor,CRIMES AGAINST SOCIETY,3600 BLOCK POOLE RD,RALEIGH,RALEIGH,Southeast,2020/02/24 05:40:00+00,2020,2,24,0,Monday,35.7678527030001,-78.576545836,RPD,2020/02/24 22:15:13.160+00
-78.576545836,35.7678527030001,570698,3bdf9560-805d-431c-a75b-b73b1cd1e0a1,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,P20010458,MV THEFT,40A,Motor Vehicle Theft,CRIMES AGAINST PROPERTY,3600 BLOCK POOLE RD,RALEIGH,RALEIGH,Southeast,2020/02/24 05:40:00+00,2020,2,24,0,Monday,35.7678527030001,-78.576545836,RPD,2020/02/24 22:15:13.160+00
-78.693133417,35.7509732510001,570699,98a74ffb-f04d-4d55-8593-e2a41e2858a9,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,P20010459,BURGLARY/COMMERCIAL,30A,Burglary/Commercial or Non-Residential,CRIMES AGAINST PROPERTY,3300 BLOCK MELROSE CLUB BLVD,RALEIGH,RALEIGH,Southwest,2020/02/24 05:36:00+00,2020,2,24,0,Monday,35.7509732510001,-78.693133417,RPD,2020/02/24 22:18:03.763+00
-78.5690585519999,35.7989603030001,570700,99b30358-ff6e-4738-97b7-003e12cbcfe9,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,P20010462,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,3900 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2020/02/24 07:01:00+00,2020,2,24,2,Monday,35.7989603030001,-78.5690585519999,RPD,2020/02/24 23:45:21.369+00
-78.5690585519999,35.7989603030001,570701,d64da824-a5fd-4180-a223-f7f257af5161,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,P20010462,VANDALISM,80B,All Other/Damage to Property (minor),,3900 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2020/02/24 07:01:00+00,2020,2,24,2,Monday,35.7989603030001,-78.5690585519999,RPD,2020/02/24 23:45:21.369+00
-78.7101651739999,35.8632924880001,570705,b2171cc0-3cb4-4dab-9fad-ea2ba0e451b3,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,P20010471,VANDALISM,80B,All Other/Damage to Property (minor),,6800 BLOCK DAVIS CIR,RALEIGH,RALEIGH,Northwest,2020/02/24 12:22:00+00,2020,2,24,7,Monday,35.8632924880001,-78.7101651739999,RPD,2020/02/24 14:56:47.169+00
-78.78636611,35.9116001240001,570706,03391e65-fa44-4c6f-860d-d917e0e8210b,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,P20010473,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,10300 BLOCK CRESTGATE TER,RALEIGH,RALEIGH,Northwest,2020/02/24 12:15:00+00,2020,2,24,7,Monday,35.9116001240001,-78.78636611,RPD,2020/02/24 21:53:25.723+00
-78.535405809,35.73427436,570707,8cdae15e-4087-47fa-a6a8-86c9d0752162,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,P20010480,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,3400 BLOCK KERNSTOWN DR,RALEIGH,RALEIGH,Southeast,2020/02/24 13:04:00+00,2020,2,24,8,Monday,35.73427436,-78.5354058089999,RPD,2020/02/24 23:54:42.327+00
-78.6372926399999,35.7645997700001,570709,20b1888b-a5b4-4746-931c-f6f726fd5cfe,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,P20010486,ALL OTHER OFFENSES,80A,All Other/All Other Offenses,,1300 BLOCK S BLOUNT ST,RALEIGH,RALEIGH,Downtown,2020/02/24 14:22:00+00,2020,2,24,9,Monday,35.7645997700001,-78.6372926399999,RPD,2020/02/24 23:55:35.267+00
-78.6433451679999,35.836602534,570711,f251f8cc-0593-449b-a1d9-692d79beace1,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,P20010488,LARCENY,35D,Larceny/Theft from Building,CRIMES AGAINST PROPERTY,4100 BLOCK MAIN AT NORTH HILLS ST,RALEIGH,RALEIGH,North,2020/02/24 13:55:00+00,2020,2,24,8,Monday,35.8366025340001,-78.6433451679999,RPD,2020/02/24 18:14:48.760+00
-78.5710638779999,35.7759485650001,570712,5de049fc-87b5-4ed3-89c5-046f04d70b2f,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,P20010489,LARCENY FROM MV,35G,Larceny/Theft of MV Parts-Accessories,CRIMES AGAINST PROPERTY,3000 BLOCK BUSINESS PARK DR,RALEIGH,RALEIGH,Southeast,2020/02/24 13:59:00+00,2020,2,24,8,Monday,35.7759485650001,-78.571063878,RPD,2020/02/24 23:56:26.489+00
-78.63174291,35.776681501,570723,35801043-8638-4431-be99-2df5e85c9a70,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,P20010521,VANDALISM,80B,All Other/Damage to Property (minor),,500 BLOCK E MARTIN ST,RALEIGH,RALEIGH,Downtown,2020/02/24 18:55:00+00,2020,2,24,13,Monday,35.776681501,-78.63174291,RPD,2020/02/25 00:03:30.760+00
-78.720214777,35.8904196300001,570726,83507dc6-3398-4573-8409-43625e8bb441,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,P20010527,WEAPONS VIOLATION,51A,Weapons/Carry Concealed Weapon,CRIMES AGAINST SOCIETY,8400 BLOCK PRIDE WAY,RALEIGH,RALEIGH,Northwest,2020/02/24 19:30:00+00,2020,2,24,14,Monday,35.8904196300001,-78.720214777,RPD,2020/02/24 22:50:41.227+00
-78.699899236,35.75725536,570727,e2d394c9-baaa-451f-b5d3-88427cef0dc5,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,P20010529,VANDALISM,80B,All Other/Damage to Property (minor),,2500 BLOCK GORMAN ST,RALEIGH,RALEIGH,Southwest,2020/02/24 19:22:00+00,2020,2,24,14,Monday,35.75725536,-78.699899236,RPD,2020/02/24 20:53:43.310+00
-78.684936213,35.8670170740001,570729,bb5529fe-a224-438b-90bc-d379a324e7f4,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,P20010537,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,6100 BLOCK CHOWNING CT,RALEIGH,RALEIGH,Northwest,2020/02/24 19:55:00+00,2020,2,24,14,Monday,35.867017074,-78.684936213,RPD,2020/02/24 21:44:14.790+00
-78.61047307,35.842688502,570730,c1dda63c-1b91-438a-865e-8b38d3d1c994,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,P20010541,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,4500 BLOCK OLD WAKE FOREST RD,RALEIGH,RALEIGH,North,2020/02/24 19:33:00+00,2020,2,24,14,Monday,35.842688502,-78.61047307,RPD,2020/02/24 22:05:08.517+00
-78.615313156,35.816300321,570731,0e7de8b9-744b-4fe1-8be2-e1ea30e8739d,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,P20010545,ALL OTHER OFFENSES,80A,All Other/All Other Offenses,,MELLOW FIELD DR  &  E SIX FORKS RD,RALEIGH,RALEIGH,North,2020/02/24 19:11:00+00,2020,2,24,14,Monday,35.816300321,-78.615313156,RPD,2020/02/24 21:40:58.740+00
-78.6396849929999,35.8743765930001,570733,00d2548d-1733-4ef7-bd5f-aa070d8dc571,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,P20010552,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,400 BLOCK HENSLEY DR,RALEIGH,RALEIGH,North,2020/02/24 20:07:00+00,2020,2,24,15,Monday,35.8743765930001,-78.6396849929999,RPD,2020/02/25 00:33:41.960+00
-78.637164196,35.766993889,570734,3fbd8bb9-6803-4ae8-a3b3-3ccdeba50d12,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,P20010554,ALL OTHER OFFENSES,80D,All Other/Trespassing,,1000 BLOCK S BLOUNT ST,RALEIGH,RALEIGH,Downtown,2020/02/24 20:34:00+00,2020,2,24,15,Monday,35.766993889,-78.637164196,RPD,2020/02/25 01:08:53.373+00
-78.6235855479999,35.7440709980001,570736,470ee873-aa44-444d-b62d-4891a85a5345,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,P20010559,VANDALISM,80B,All Other/Damage to Property (minor),,900 BLOCK CROSS LINK RD,RALEIGH,RALEIGH,Southeast,2020/02/24 20:56:00+00,2020,2,24,15,Monday,35.744070998,-78.6235855479999,RPD,2020/02/24 23:29:11.510+00
-78.6850512189999,35.8374955350001,570741,7f14f27b-8525-4b69-a050-3653b8ec1f93,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,P20010577,MV THEFT,40A,Motor Vehicle Theft,CRIMES AGAINST PROPERTY,4100 BLOCK ARCKELTON DR,RALEIGH,RALEIGH,Northwest,2020/02/24 22:45:00+00,2020,2,24,17,Monday,35.8374955350001,-78.6850512189999,RPD,2020/02/25 02:46:19.460+00
-78.58727879,35.7748521190001,570748,667399fa-797c-405f-8380-10d748193a59,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,P20010616,HUMANE,82J,Humane/Chemical Deployment,,600 BLOCK RAWLS DR,RALEIGH,RALEIGH,Southeast,2020/02/25 03:28:00+00,2020,2,24,22,Monday,35.7748521190001,-78.58727879,RPD,2020/02/25 03:58:45.623+00
,,570751,6aafd16c-0856-4eda-984f-e1de8663abb2,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Downtown,2020/02/24 07:06:00+00,2020,2,24,2,Monday,0,0,RPD,2020/02/24 23:41:24.383+00
,,570753,30cb8926-4362-4727-8bde-853fb3ed0f6f,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Northeast,2020/02/24 06:49:00+00,2020,2,24,1,Monday,0,0,RPD,2020/02/24 11:08:40.087+00
,,570760,101f62e3-f30c-4aeb-920c-231cef457866,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,North,2020/02/24 06:36:00+00,2020,2,24,1,Monday,0,0,RPD,2020/02/24 08:51:55.969+00
,,570762,35462857-b974-4ad5-998e-3a9c15666bf7,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,North,2020/02/24 17:10:00+00,2020,2,24,12,Monday,0,0,RPD,2020/02/24 22:21:15.310+00
,,570764,cce9aff5-f139-4ae7-a98c-c33271ebd10f,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,North,2020/02/25 02:04:00+00,2020,2,24,21,Monday,0,0,RPD,2020/02/25 03:48:09.633+00
,,570765,eec1fa11-d178-458a-a0c2-d8a51424a9c6,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,North,2020/02/25 02:36:00+00,2020,2,24,21,Monday,0,0,RPD,2020/02/25 03:50:38.720+00
,,570773,b4a7f36f-1d44-46d3-9f6b-3d0f50a0c20e,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southeast,2020/02/24 07:20:00+00,2020,2,24,2,Monday,0,0,RPD,2020/02/24 12:36:09.003+00
,,570774,cbdfa008-d5b7-44dd-a22c-96d2ae7f4ecb,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southeast,2020/02/24 12:20:00+00,2020,2,24,7,Monday,0,0,RPD,2020/02/24 23:50:48.769+00
,,570775,220fffab-85ec-4007-b224-a8749e16f693,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southeast,2020/02/24 15:58:00+00,2020,2,24,10,Monday,0,0,RPD,2020/02/24 22:13:31.827+00
,,570779,1a32b761-9b2a-4c31-8e36-83c5fdf1d1b4,2020/02/25 05:00:04.153+00,RaleighGIS,2020/02/25 05:00:04.153+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2020/02/25 03:50:00+00,2020,2,24,22,Monday,0,0,RPD,2020/02/25 04:38:09.113+00
