OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1324014,04092015734,Wade Park Cafe,5430  WADE PARK  BLVD ,,RALEIGH,NC,27607,(919) 859-5220,2010/10/18 00:00:00+00,Restaurant,845,-78.72815151,35.80750324,M
1324015,04092018319,SIP Noshery,400 Southtown CIR ,,ROLESVILLE,NC,27571,(919) 263-8126,2020/02/11 00:00:00+00,Restaurant,848,-78.47039569,35.91648377,M
1324016,04092017045,WAFFLE HOUSE #378,3909 HILLSBOROUGH ST ,,RALEIGH,NC,27603,(919) 833-1247,2015/09/30 00:00:00+00,Restaurant,849,-78.69054542,35.79443916,M
1324017,04092015569,SHANGHAI EXPRESS,2502 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 754-9797,2010/02/12 00:00:00+00,Restaurant,851,-78.66818044,35.78802697,M
1324018,04092014765,Randy's Pizza,4129 Davis DR ,,MORRISVILLE,NC,27560,(919) 468-3737,2006/12/22 00:00:00+00,Restaurant,857,-78.85811603,35.8356265,M
1324019,04092030470,What'z Cookin'? Mobile Kitchen and Catering (WCID #758),105 W YOUNG ST,,ROLESVILLE,NC,27571,(919) 817-5585,2020/03/05 00:00:00+00,Mobile Food Units,861,-78.45799384,35.9237065,M
1324020,04092025263,Oriental Pho,5959 TRIANGLE TOWN BLVD,1116,RALEIGH,NC,27616,(919) 449-0807,2019/06/12 00:00:00+00,Restaurant,872,-78.57603863,35.86599856,M
1324021,04092016562,THE STATION AT PERSON ST,701 N PERSON ST ,,RALEIGH,NC,27604,(919) 977-1567,2013/11/07 00:00:00+00,Restaurant,904,-78.63456336,35.78917088,M
1324022,04092018522,Marco's Pizza #8285,133 Grand Hill PL ,,HOLLY SPRINGS,NC,27540,(919) 346-1227,2021/01/29 00:00:00+00,Restaurant,905,-78.84948074,35.66266499,M
1324023,04092014687,Jumbo China,13200 Falls of Neuse RD ,SUITE 121,RALEIGH,NC,27614,(919) 861-8858,2006/08/03 00:00:00+00,Restaurant,907,-78.55981965,35.9407555,M
1324024,04092014640,Bojangles#37,1000 Claren CIR,,MORRISVILLE,NC,27560,(919) 460-7171,2006/07/06 00:00:00+00,Restaurant,909,-78.82373946,35.85573083,M
1324025,04092021788,GREEN PLANET CATERING,120 DRY AVE ,,CARY,NC,27511,(919) 832-6767,2014/04/16 00:00:00+00,Food Stand,910,-78.78306291,35.78337198,M
1324026,04092016810,HIGHCRAFT BEER MARKET,2716 NC 55 HWY ,,CARY,NC,27519,(919) 267-6593,2014/11/13 00:00:00+00,Restaurant,913,-78.87016558,35.78474547,M
1324027,04092015642,EMBASSY SUITES AND FLYING SPOONS,8001 ARCO CORPORATE  DR ,,RALEIGH,NC,27617,(919) 572-2200,2010/06/02 00:00:00+00,Restaurant,919,-78.77640002,35.90726871,M
1324028,04092016377,LEE'S KITCHEN #2,1100 N RALEIGH BLVD ,,RALEIGH,NC,27610,(919) 521-5957,2013/02/20 00:00:00+00,Restaurant,921,-78.61144475,35.79422669,M
1324029,04092017898,Zebulon Country Club,2424 Pearces RD ,,ZEBULON,NC,27597,(919) 269-8311,2018/08/09 00:00:00+00,Restaurant,925,-78.30935806,35.89131767,M
1324030,04092014624,Chick-fil-A #1749,1000 Valleystone DR ,,CARY,NC,27519,(919) 465-0699,2006/07/05 00:00:00+00,Restaurant,943,-78.85027134,35.79062803,M
1324031,04092040302,COUSINS CONFECTIONS #4 (WCID #486),4700 TRINITY RD ,,RALEIGH,NC,27607,(919) 782-1967,2013/08/28 00:00:00+00,Pushcarts,949,-78.71510697,35.79630808,M
1324032,04092021399,Harris Teeter #138 Meat/Seafood,98 Cornerstone DR ,,CARY,NC,27519,(919) 467-1259,2006/09/05 00:00:00+00,Food Stand,955,-78.85187583,35.79044843,M
1324033,04092017641,Benny Capitale's,121-110 Fayetteville ST ,,RALEIGH,NC,27601,(919) 239-4173,2017/07/06 00:00:00+00,Restaurant,951,-78.63907373,35.779276,M
1324034,04092015610,WAFFLE HOUSE #1302,1417 E WILLIAMS ST ,,APEX,NC,27539-7700,(919) 363-9137,2010/04/28 00:00:00+00,Restaurant,958,-78.83789587,35.71142555,M
1324035,04092018174,Farm House Cafe,320 Vintage Point LN ,,WENDELL,NC,27591,(919) 334-8501,2019/09/10 00:00:00+00,Restaurant,960,-78.42877202,35.77122092,M
1324036,04092110481,HERBERT AKINS ELEMENTARY LUNCHROOM,2255 HERBERT AKINS RD ,,FUQUAY VARINA,NC,27526,(919) 567-4120,2009/06/09 00:00:00+00,Public School Lunchrooms,970,-78.80360393,35.6211291,M
1324037,04092014694,Brueggers's Bagels,760 W Williams ST ,,APEX,NC,27502,(919) 367-7720,2006/09/29 00:00:00+00,Restaurant,972,-78.86276064,35.73803218,M
1324038,04092016582,APEX WINGS,518 E WILLIAMS ST ,,APEX,NC,27502-2151,(919) 387-0082,2013/12/20 00:00:00+00,Restaurant,981,-78.84778574,35.72374776,M
1324039,04092016567,CHUY'S #48,4020 MARKET AT NORTH HILLS  ST ,,RALEIGH,NC,27609,(919) 571-2489,2013/11/13 00:00:00+00,Restaurant,982,-78.63751992,35.83661475,M
1324040,04092030462,The Maywood Grille (WCID #725),658 MAYWOOD AVE,The Maywood Bar,RALEIGH,NC,27603-2376,(919) 264-8159,2020/01/31 00:00:00+00,Mobile Food Units,985,-78.65774307,35.76170708,M
1324041,04092014996,Village Deli #1,500 Daniels ST ,,RALEIGH,NC,27605,(919) 828-1428,2007/10/25 00:00:00+00,Restaurant,991,-78.66105804,35.79149603,M
1324042,04092016575,BAD DADDY'S BURGER BAR,3300 VILLAGE MARKET PL ,,MORRISVILLE,NC,27560,(919) 297-0953,2013/11/22 00:00:00+00,Restaurant,995,-78.81800343,35.80772157,M
1324043,04092017482,SAKURA 8,2634 TIMBER DR ,,GARNER,NC,27529,(984) 233-5100,2016/11/23 00:00:00+00,Restaurant,997,-78.63679241,35.71604965,M
1324044,04092015530,SUBWAY #3726,12233 CAPITAL BLVD ,,WAKE FOREST,NC,27587-6200,(919) 556-8622,2009/12/11 00:00:00+00,Restaurant,1004,-78.54097555,35.98087356,M
1324045,04092025333,Juice Keys Line Kitchen,5011 Falls of Neuse  RD ,B,RALEIGH,NC,27609,(919) 803-3961,2020/11/04 00:00:00+00,Food Stand,1006,-78.61557526,35.84978294,M
1324046,04092016016,CHINA UNO,308  VILLAGE WALK  DR ,,HOLLY SPRINGS,NC,27540,(919) 557-9888,2011/10/11 00:00:00+00,Restaurant,1008,-78.83920922,35.63987917,M
1324047,04092016148,TAIPEI AUTHENTIC CHINESE CUISINE,121 E CHATHAM ST ,,CARY,NC,27511,(919) 388-5885,2012/04/18 00:00:00+00,Restaurant,1021,-78.78052303,35.78769406,M
1324048,04092017894,Which Wich #670,7202 Knightdale BLVD ,,KNIGHTDALE,NC,27545,(919) 373-8883,2018/07/26 00:00:00+00,Restaurant,1048,-78.48704631,35.79788571,M
1324049,04092015548,Rudinos's Pizza & Grinders Sports Corner,3101-101 EDWARDS MILL RD ,,RALEIGH,NC,27612,(919) 786-4235,2009/12/30 00:00:00+00,Restaurant,1039,-78.70695216,35.82399087,M
1324050,04092030290,TAQUERIA LA COSTENA (WCID #537),3905 GREEN LEVEL WEST RD ,"corner of Green Level West Rd &amp; Autumn Shade Dr",APEX,NC,27523,(919) 244-0786,2015/10/09 00:00:00+00,Mobile Food Units,1049,-78.9125522,35.774781,M
1324051,04092016653,SONIC DRIVE IN #5639,1240  N ARENDELL  AVE ,,ZEBULON,NC,27597,(919) 269-3477,2014/03/26 00:00:00+00,Restaurant,1055,-78.32287365,35.83782305,M
1324052,04092025346,Chopsticks & Forks @ MSFH,411 W Morgan ST ,,RALEIGH,NC,27603,(919) 673-8181,2021/03/10 00:00:00+00,Food Stand,1060,-78.6456917,35.77945516,M
1324053,04092018499,The Produce Box @TKA,2161 S Wilmington ST ,,Raleigh,NC,27603,(919) 904-4722,2020/11/02 00:00:00+00,Food Stand,1068,-78.64171063,35.75324624,M
1324054,04092017489,J. ALEXANDER'S,4600 CRABTREE VALLEY AVE ,,RALEIGH,NC,27612,(984) 200-4493,2016/12/07 00:00:00+00,Restaurant,1073,-78.68450309,35.84046562,M
1324055,04092018245,PIZZA HUT #9214,2026 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 851-7777,2019/12/03 00:00:00+00,Restaurant,1097,-78.78068706,35.73567462,M
1324056,04092015322,SUBWAY #12786,3940 WESTERN BLVD ,,RALEIGH,NC,27606,(919) 828-6518,2009/01/13 00:00:00+00,Restaurant,1113,-78.69349102,35.78458356,M
1324057,04092016964,SUBWAY #42484,3429 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 762-0521,2015/06/18 00:00:00+00,Restaurant,1123,-78.7258865,35.62516136,M
1324058,04092021996,H Mart Meat Department,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 00:00:00+00,Food Stand,1127,-78.84865444,35.78921622,M
1324059,04092030288,THE CORNER VENEZUELAN FOOD (WCID #539),903 N SMITHFIELD RD ,VARIOUS,KNIGHTDALE,NC,27545,(919) 539-6780,2015/09/04 00:00:00+00,Mobile Food Units,1130,-78.48796476,35.79576936,M
1324060,04092016619,SHEETZ #537,2408 DIXIE FOREST RD ,,RALEIGH,NC,27615,(919) 790-7064,2014/02/14 00:00:00+00,Restaurant,1137,-78.5993676,35.86286629,M
1324061,04092016565,BOJANGLES #49,9919 FAYETTEVILLE ST ,,RALEIGH,NC,27603,(919) 557-6843,2013/11/12 00:00:00+00,Restaurant,1069,-78.71503303,35.63360138,M
1324062,04092014873,Taqueria Rancho Grande,1401 SE Maynard RD ,,CARY,NC,27511,(919) 469-4245,2007/05/22 00:00:00+00,Restaurant,1146,-78.7642317,35.78997989,M
1324063,04092015459,C & T WOK CHINESE AND THAI CUISINE,130 MORRISVILLE SQUARE WAY ,,MORRISVILLE,NC,27560,(919) 467-8860,2009/09/10 00:00:00+00,Restaurant,1147,-78.82897679,35.81951783,M
1324064,04092016509,TACO BELL #29283,1108 MORRISVILLE CARPENTER RD ,,MORRISVILLE,NC,27560,(919) 377-0226,2013/09/17 00:00:00+00,Restaurant,1118,0,0,U
1324065,04092014673,Bosphorus Restaurant,329 N Harrison AVE ,,CARY,NC,27513,(919) 460-1300,2006/09/06 00:00:00+00,Restaurant,1150,-78.78374109,35.78994545,M
1324066,04092017055,FOOD LION #1514 DELI,9567 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 462-1542,2015/10/13 00:00:00+00,Restaurant,1152,-78.81120699,35.8045716,M
1324067,04092017059,HARDEE'S #1655,1560 N BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 552-9772,2015/10/15 00:00:00+00,Restaurant,1156,-78.80353813,35.60445873,M
1324068,04092014552,KFC #J120099,1599 US 70 HWY ,,GARNER,NC,27529,(919) 662-1003,2006/04/21 00:00:00+00,Restaurant,1148,-78.64871535,35.72515497,T
1324069,04092014947,Hardee's #1207,5639 Hillsborough ST ,,RALEIGH,NC,27606,(919) 859-0607,2007/09/11 00:00:00+00,Restaurant,1164,-78.72266449,35.785856,M
1324070,04092017063,OISO SUSHI & KOREAN,1305 NW MAYNARD RD ,,CARY,NC,27513,(919) 665-7587,2015/10/21 00:00:00+00,Restaurant,1175,-78.81098892,35.78581105,M
1324071,04092018209,VICINO'S PIZZA,962A Airport BLVD ,,MORRISVILLE,NC,27560,,2019/10/30 00:00:00+00,Restaurant,1169,-78.8212912,35.85834226,M
1324072,04092110463,Holly Grove Elementary Cafeteria,1451 Avent Ferry RD,,HOLLY SPRINGS,NC,27540,(919) 577-1709,2007/05/01 00:00:00+00,Public School Lunchrooms,1176,-78.84882356,35.62890249,M
1324073,04092018184,Dunkin Donuts/Baskin Robbins 334786,5265 SIX FORKS RD ,,RALEIGH,NC,27609-4431,(919) 571-1303,2019/09/25 00:00:00+00,Restaurant,1195,-78.64315826,35.85330887,M
1324074,04092030506,Berto's Chimis (WCID #798),10125 DIVISION DR ,,RALEIGH,NC,27603-5664,(516) 761-1706,2020/12/01 00:00:00+00,Mobile Food Units,1205,-78.7114342,35.63398295,M
1324075,04092016439,RANDY'S PIZZA,2458 WYCLIFF RD ,,RALEIGH,NC,27607,(919) 322-5990,2013/05/31 00:00:00+00,Restaurant,1213,-78.692995,35.81676997,M
1324076,04092015549,BRAVO'S MEXICAN GRILL,208 GRANDE HEIGHTS DR ,,CARY,NC,27513,(919) 481-3811,2009/12/31 00:00:00+00,Restaurant,1215,-78.7805746,35.804703,M
1324077,04092017590,MCDONALDS #2510,3710 WESTERN BLVD ,,RALEIGH,NC,27606,(919) 833-7882,2017/05/03 00:00:00+00,Restaurant,1225,-78.68803643,35.78529365,M
1324078,04092021586,HARRIS TEETER #331 MEAT/SEAFOOD,3430 TEN TEN RD ,,CARY,NC,27518,(919) 387-8272,2009/09/24 00:00:00+00,Food Stand,1235,-78.79278417,35.70189107,M
1324079,04092021474,Lee's Kitchen,4638 Capital BLVD ,,RALEIGH,NC,27604,(919) 872-7422,2007/09/20 00:00:00+00,Food Stand,1239,-78.57926249,35.84833828,M
1324080,04092014556,KFC #J120098,12313 Capital BLVD ,,RALEIGH,NC,27587,(919) 556-9408,2006/04/24 00:00:00+00,Restaurant,1183,-78.53878491,35.98231024,M
1324081,04092015966,Jin Jin China,421 Chapanoke Road,Ste. 162,RALEIGH,NC,27603,(919) 772-8868,2011/05/27 00:00:00+00,Restaurant,1249,-78.65333581,35.73464573,M
1324082,04092014977,Starbucks Coffee Co,8204-120 Tryon Woods DR ,,CARY,NC,27518,(919) 851-6439,2007/10/22 00:00:00+00,Restaurant,1240,-78.74169613,35.74700826,M
1324083,04092018194,Alpha Dawgs,6209 ROCK QUARRY RD,,RALEIGH,NC,27610,(984) 200-5637,2019/10/08 00:00:00+00,Restaurant,1253,-78.54796019,35.72312495,M
1324084,04092017775,Dominos #8903,1183 W Chatham ST ,,CARY,NC,27518,(919) 467-4222,2018/01/10 00:00:00+00,Restaurant,1261,-78.80690314,35.77079471,M
1324085,04092110461,Panther Creek High Sch. Cafeteria ,6770 McCrimmon PKwY ,,CARY ,NC,27513,(919) 463-8656 ext. 25213,2006/08/21 00:00:00+00,Public School Lunchrooms,1265,-78.88879092,35.83017886,M
1324086,04092018447,CATALAN TAPAS BAR,4214 NW CARY PKY ,,CARY,NC,27513,(984) 465-0607,2020/09/22 00:00:00+00,Restaurant,1273,-78.82705749,35.79085045,M
1324087,04092015422,SHUCKERS OYSTER BAR & GRILL,3309 ROGERS RD ,STE 245,WAKE FOREST,NC,27587,(919) 602-8011,2009/06/02 00:00:00+00,Restaurant,1289,-78.51539337,35.95073316,M
1324088,04092017062,A Slice of NY Pizza,2316-102 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 838-0011,2015/10/20 00:00:00+00,Restaurant,1268,-78.66687803,35.78749678,M
1324089,04092030494,The Brown Roux (WCID #785),10125 DIVISION DR,,RALEIGH,NC,27603,(919) 614-0959,2020/09/10 00:00:00+00,Mobile Food Units,1293,-78.7114342,35.63398295,M
1324090,04092014520,El Tapatio #4,4511 New Bern AVE,,RALEIGH,NC,27610,(919) 255-9161,2006/03/09 00:00:00+00,Restaurant,1299,-78.55938498,35.79875761,M
1324091,04092016807,TAZIKI'S RTP,7161 O'KELLY CHAPEL ROAD,,CARY,NC,27519,(919) 371-2693,2014/11/13 00:00:00+00,Restaurant,1300,-78.88824644,35.84415135,M
1324092,04092014924,Carolina Ale House,11685 Northpark DR ,,WAKE FOREST,NC,27587,(919) 556-8666,2007/08/08 00:00:00+00,Restaurant,1305,-78.54383057,35.96466469,M
1324093,04092018427,El Mandado Supermarket & Taqueria,2950 E MILLBROOK RD,,RALEIGH,NC,27604,(919) 878-1800,2020/08/30 00:00:00+00,Restaurant,1312,-78.58256656,35.84852909,M
1324094,04092021403,Harris Teeter #283 Produce ,8101 Fayetteville  RD ,,FUQUAY VARINA ,NC,27603,(919) 772-0241,2006/08/16 00:00:00+00,Food Stand,1314,-78.70123204,35.66365888,M
1324095,04092018211,Town Hall Burger and Beer of Holly Springs,301 MATTHEWS DR,,HOLLY SPRINGS,NC,27540,,2019/10/30 00:00:00+00,Restaurant,1343,-78.79440661,35.66435998,M
1324096,04092016622,WINGIN'IT BAR AND GRILLE,1625 N MAIN ST ,STE 109,FUQUAY VARINA,NC,27526,,2014/02/28 00:00:00+00,Restaurant,1362,-78.76145615,35.59674702,M
1324097,04092014893,Moe's Southwest Grill #837,1016-A Shoppes at Midway Drive ,,KNIGHTDALE,NC,27545,(919) 266-1018,2007/06/25 00:00:00+00,Restaurant,1324,-78.50550835,35.79794748,M
1324098,04092016471,Jaipur Indian Cuisine,1520 BLUE RIDGE RD,,RALEIGH,NC,27607-3906,(919) 832-4100 ext. 7722,2013/08/05 00:00:00+00,Restaurant,1363,-78.70563279,35.80134843,M
1324099,04092021606,HARRIS TEETER #422 MM/SEAFOOD,120-100 ST ALBANS DR ,,RALEIGH,NC,27609,(919) 781-4165,2010/02/03 00:00:00+00,Food Stand,1327,-78.63887103,35.83819686,M
1324100,04092016497,RALEIGH CRABTREE MARRIOTT FOODSERVICE,4500 MARRIOTT DR ,,RALEIGH,NC,27612-3365,(919) 781-7000,2013/10/03 00:00:00+00,Restaurant,1365,-78.67772751,35.84277362,M
1324101,04092018387,Dunkin #358642,1500 DUNN RD,,RALEIGH,NC,27614,,2020/06/23 00:00:00+00,Restaurant,1368,-78.58619433,35.92539994,M
1324102,04092017551,"RUCKUS PIZZA, PASTA & SPIRITS APEX",1055 PINE PLAZA DR ,,APEX,NC,27523,(919) 446-6333,2017/03/13 00:00:00+00,Restaurant,1370,-78.82904737,35.74743591,M
1324103,04092016150,DAIRY QUEEN ORANGE JULIUS,8321 BRIER CREEK PKY ,STE 101,RALEIGH,NC,27617,(919) 484-2230,2012/05/04 00:00:00+00,Restaurant,1372,-78.78334742,35.90685073,M
1324104,04092300251,HARRIS TEETER #353 MEAT & SEAFOOD,13686 CAPITAL  BLVD ,,WAKE FOREST,NC,27587,(919) 554-3608,2011/02/04 00:00:00+00,Meat Market,1374,-78.51867461,36.00548951,M
1324105,04092014553,KFC/Taco Bell #J120104,1011 N Harrison AVE,,CARY,NC,27513,(919) 467-6318,2006/04/21 00:00:00+00,Restaurant,1380,-78.78357999,35.80351274,M
1324106,04092160058,BROOKDALE WAKE FOREST DINING,611 S Brooks ST,,WAKE FOREST,NC,27587,(919) 562-8400,2006/09/05 00:00:00+00,Institutional Food Service,1377,-78.5098293,35.97161717,M
1324107,04092016475,SONIC #5864,109 JONES FRANKLIN RD ,,RALEIGH,NC,27606,(919) 854-4602,2013/09/09 00:00:00+00,Restaurant,1401,-78.72125905,35.78415702,M
1324108,04092018481,Aladdin's Eatery,8201 Brier Creek  PKY ,Ste 107,RALEIGH,NC,27617,(919) 806-5700,2020/11/06 00:00:00+00,Restaurant,1420,-78.78334742,35.90685073,M
1324109,04092021845,Walnut Creek East Main Concesion,3801  Rock Quarry RD ,,RALEIGH,NC,27601,(727) 481-1436,2015/04/29 00:00:00+00,Food Stand,1424,-78.57884845,35.7501844,M
1324110,04092017591,MCDONALDS #33850,601 CORPORATE CENTER DR ,,RALEIGH,NC,27606,(919) 233-4144,2017/05/03 00:00:00+00,Restaurant,1427,-78.74074148,35.79000755,M
1324111,04092015574,THAI THAI CUISINE,108 OSTERVILLE  DR ,,HOLLY SPRINGS,NC,27540,(919) 303-5700,2010/02/16 00:00:00+00,Restaurant,1429,-78.83224207,35.67779122,M
1324112,04092110499,Fuller Elementary School Elementary School Cafeteria,2600 TIMBER DR ,,GARNER,NC,27529,(919) 856-7723 ext. 20982,2014/01/08 00:00:00+00,Public School Lunchrooms,1433,-78.63543751,35.7129927,M
1324113,04092015641,CHEF'S PALETTE,3460 TEN TEN RD ,,CARY,NC,27518,(919) 267-6011,2010/06/02 00:00:00+00,Restaurant,1434,-78.79278417,35.70189107,M
1324114,04092030388,The Spiedie Turtle (WCID #677),2161 S Wilmington ST ,,RALEIGH,NC,27603,(206) 200-9267,2019/01/22 00:00:00+00,Mobile Food Units,1445,-78.64171063,35.75324624,M
1324115,04092015667,Patti's Cafe,8300 HEALTH PARK  ,STE 101,RALEIGH,NC,27615,(919) 671-0769,2010/07/02 00:00:00+00,Restaurant,1453,-78.6591053,35.895917,M
1324116,04092015786,A'NETS KATCH,2009 VILLAGE PARK DR ,,KNIGHTDALE,NC,27545,(919) 217-0133,2011/08/12 00:00:00+00,Restaurant,1462,-78.49336017,35.79721176,M
1324117,04092300292,Publix #1652 Meat Market,417 W Peace ST ,Suite 100,RALEIGH,NC,27603,(919) 755-5444,2020/08/26 00:00:00+00,Meat Market,1463,-78.64490127,35.78789475,M
1324118,04092017796,Osteria G,5160 Sunset Lake RD ,,HOLLY SPRINGS,NC,27539,(984) 229-7480,2018/02/16 00:00:00+00,Restaurant,1449,-78.79910505,35.66774596,M
1324119,04092017608,MARISCOS NAYARIT,3351 CYPRESS PLANTATION TRL ,,RALEIGH,NC,27616,(919) 977-0168,2017/05/23 00:00:00+00,Restaurant,1479,-78.58237548,35.87315637,M
1324120,04092110538,Wiley Elementary School Cafe,301 ST MARYS ST,,RALEIGH,NC,27605-1731,(919) 856-7723,2020/01/27 00:00:00+00,Public School Lunchrooms,1484,-78.65174724,35.78471702,M
1324121,04092014738,Chick-fil-A #1963,8661 Six Forks RD ,,RALEIGH,NC,27615,(919) 848-6715,2006/12/05 00:00:00+00,Restaurant,1486,-78.65140772,35.89807227,M
1324122,04092014946,Good Taste Chinese Restaurant,532 W Gannon AVE ,,ZEBULON,NC,27597,(919) 404-1218,2007/08/17 00:00:00+00,Restaurant,1488,-78.32626437,35.8212487,M
1324123,04092018121,Chido Taco,2330 BALE ST,,RALEIGH,NC,27608,(919) 594-1930,2019/06/27 00:00:00+00,Restaurant,1491,-78.62748278,35.81292611,M
1324124,04092021382,Harris Teeter #344 Deli/Bakery,6024 Falls of Neuse RD,,RALEIGH,NC,27609,(919) 872-5786,2006/04/10 00:00:00+00,Food Stand,1509,-78.6187408,35.86627943,M
1324125,04092030453,Gym Tacos #2 (WCID #748),220 E SIX FORKS RD,Valero Gas Station,RALEIGH,NC,27609,(919) 600-8708,2019/12/03 00:00:00+00,Mobile Food Units,1520,-78.62860075,35.82098479,M
1324126,04092016405,THE COWFISH,4208 SIX FORKS  RD ,STE 100,RALEIGH,NC,27609,(919) 784-0400,2013/04/05 00:00:00+00,Restaurant,1523,-78.63994726,35.83691426,M
1324127,04092016685,DIM SUM HOUSE,100 JERUSALEM DR ,STE 104,MORRISVILLE,NC,27560,(919) 380-3087,2014/05/19 00:00:00+00,Restaurant,1528,-78.82707041,35.85102001,M
1324128,04092017228,Bogey's Bistro,2300 OLD MILBURNIE RD ,,RALEIGH,NC,27604-9778,(919) 428-0938,2016/05/25 00:00:00+00,Restaurant,1531,-78.51131358,35.81858285,M
1324129,04092017855,HWY 55 OF APEX,802 PERRY RD ,,APEX,NC,27502,(919) 303-3533,2018/06/05 00:00:00+00,Restaurant,1536,-78.84460695,35.7208474,M
1324130,04092017895,Anjappar,101 Ledgestone WAY ,,CARY,NC,27519,,2018/07/26 00:00:00+00,Restaurant,1548,-78.84803797,35.79230683,M
1324131,04092018120,Marco's Pizza #8486,7500 RAMBLE WAY,Suite 115,RALEIGH,NC,27616,(919) 825-1812,2019/06/26 00:00:00+00,Restaurant,1555,-78.537511,35.87630713,M
1324132,04092021582,HARRIS TEETER #311 DELI,324 VILLAGE WALK   DR ,,HOLLY SPRINGS,NC,27540,(919) 552-1596,2009/09/10 00:00:00+00,Food Stand,1566,-78.83920922,35.63987917,M
1324133,04092018430,Dogwood Bar & Eatery,610 GLENWOOD AVE,,RALEIGH,NC,27603,(919) 977-3714,2020/09/01 00:00:00+00,Restaurant,1567,-78.64681795,35.78777191,M
1324134,04092018534,Waffle House #725,2624 WESTINGHOUSE BLVD,,RALEIGH,NC,27604,(919) 833-5954,2021/02/16 00:00:00+00,Restaurant,1576,-78.59823562,35.81659394,M
1324135,04092017723,SUSHI THAI CARY,106 KILMAYNE DR ,,CARY,NC,27511-4465,(919) 467-5747,2017/11/08 00:00:00+00,Restaurant,1585,-78.78304446,35.77049321,M
1324136,04092021997,H Mart Seafood Department,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 00:00:00+00,Food Stand,1593,-78.84865444,35.78921622,M
1324137,04092160078,UNIVERSAL HEALTH CARE FUQUAY VARINA DINING,410 S JUDD PKY ,,FUQUAY VARINA,NC,27526,(919) 577-0421,2013/07/30 00:00:00+00,Institutional Food Service,1571,-78.78398238,35.58014677,M
1324138,04092017983,JJ Cafe,2143 TEN TEN RD ,,APEX,NC,27539,(919) 367-8686,2018/11/26 00:00:00+00,Restaurant,1601,-78.81811355,35.72082607,M
1324139,04092016476,STANBURY,938 N BLOUNT ST ,,RALEIGH,NC,27604,(919) 977-4321,2013/08/30 00:00:00+00,Restaurant,1608,-78.63503077,35.79344583,M
1324140,04092016517,MCDONALD'S #25393,2900 Wakefield Pines DR ,,RALEIGH,NC,27614,(919) 556-8677,2013/10/03 00:00:00+00,Restaurant,1610,-78.55962272,35.94210239,M
1324141,04092016874,STEAK N SHAKE #6702,5900 DURALEIGH ROAD,,RALEIGH,NC,27612,(919) 809-7524,2015/02/11 00:00:00+00,Restaurant,1615,-78.71243471,35.8581416,M
1324142,04092016652,JERSEY MIKE'S SUBS,7177 OKELLY CHAPEL RD ,,CARY,NC,27519,(919) 388-2200,2014/03/21 00:00:00+00,Restaurant,1626,-78.88824644,35.84415135,M
1324143,04092016574,ZAXBY'S #44901,101 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 762-0432,2013/11/21 00:00:00+00,Restaurant,1637,-78.85029671,35.6590441,M
1324144,04092015059,Jimmy John's #895,8204 Tryon Woods  DR ,Ste 118,RALEIGH,NC,27518,(919) 859-7377,2008/02/20 00:00:00+00,Restaurant,1633,-78.74169613,35.74700826,M
1324145,04092016949,TAVERNA AGORA,326 HILLSBOROUGH ST ,,RALEIGH,NC,27603,(919) 881-8333,2015/06/08 00:00:00+00,Restaurant,1640,-78.64443499,35.78101375,M
1324146,04092018432,St. George Pizza & Subs,7039  Knightdale  Blvd,,Knightdale,NC,27545,(919) 295-4252,2020/09/02 00:00:00+00,Restaurant,1644,-78.4900383,35.7998273,M
1324147,04092018260,Honey Pig,1065 DARRINGTON DR,,CARY,NC,27513,(919) 234-0088,2019/12/10 00:00:00+00,Restaurant,1645,-78.81572724,35.79924907,M
1324148,04092016306,WINGATE BY WYNDHAM BREAKFAST,1542 MECHANICAL BLVD ,,GARNER,NC,27529,(919) 779-7441,2012/11/16 00:00:00+00,Restaurant,1648,-78.64395289,35.72536501,M
1324149,04092040303,COUSINS CONFECTIONS #5 (WCID #487),4700 TRINITY RD ,,RALEIGH,NC,27607,(919) 782-1967,2013/08/28 00:00:00+00,Pushcarts,1650,-78.71510697,35.79630808,M
1324150,04092018336,OKJA,1080 DARRINGTON DR ,,CARY,NC,27513,(919) 650-1565,2020/03/17 00:00:00+00,Restaurant,1656,-78.8167861,35.80030045,M
1324151,04092018091,HAMPTON INN & SUITES BREAKFAST HOLLY SPRINGS,1050 S MAIN ST ,,HOLLY SPRINGS,NC,27540,(919) 552-7610,2019/04/24 00:00:00+00,Restaurant,1665,-78.83785306,35.63626484,M
