OBJECTID;HSISID;NAME;ADDRESS1;ADDRESS2;CITY;STATE;POSTALCODE;PHONENUMBER;RestaurantOpenDate;FACILITYTYPE;PERMITID;X;Y;GEOCODESTATUS;geo_shape;geo_point_2d
1324294;04092018558;Mon Macaron;111 SEABOARD AVE;Suite 118;RALEIGH;NC;27604;(919) 439-5737;2021-03-14T21:00:00-04:00;Restaurant;2466;-78.64016785;35.78860778;M;"{""type"": ""Point"", ""coordinates"": [-78.64017046246065, 35.78861485697249]}";35.788614857,-78.6401704625
1324308;04092016770;DON BETO'S TACOS;421 CHAPANOKE RD;;RALEIGH;NC;27603;(919) 977-1071;2014-10-01T22:00:00-04:00;Restaurant;2566;-78.65333581;35.73464573;M;"{""type"": ""Point"", ""coordinates"": [-78.65333842174644, 35.73465280039271]}";35.7346528004,-78.6533384217
1324311;04092018199;Fairfield Inn & Suites by Marriott Foodservice;12051 RETAIL DR;;WAKE FOREST;NC;27587;(919) 435-7056;2019-10-13T22:00:00-04:00;Restaurant;2576;-78.54414942;35.97661643;M;"{""type"": ""Point"", ""coordinates"": [-78.54415200777747, 35.97662355513673]}";35.9766235551,-78.5441520078
1324313;04092017803;Popeye's RDU JV;2400 John Brantley BLVD;;MORRISVILLE;NC;27560;;2018-02-26T20:00:00-05:00;Restaurant;2590;-78.78942675;35.86970553;M;"{""type"": ""Point"", ""coordinates"": [-78.7894294080867, 35.86971262700475]}";35.869712627,-78.7894294081
1324316;04092021783;DOAK FIELD CONCESSIONS STAND 3RD BASE;1081 VARSITY  DR;;RALEIGH;NC;27695;(919) 513-7143;2014-02-19T20:00:00-05:00;Food Stand;2596;-78.67872874;35.78448278;M;"{""type"": ""Point"", ""coordinates"": [-78.67873136230236, 35.78448986203998]}";35.784489862,-78.6787313623
1324319;04092300264;ALKAREEM GROCERY;10285  CHAPEL HILL RD;;MORRISVILLE;NC;27560;(919) 336-3174;2014-02-06T20:00:00-05:00;Meat Market;2606;-78.82788003;35.83012574;M;"{""type"": ""Point"", ""coordinates"": [-78.82788270099796, 35.83013281885712]}";35.8301328189,-78.827882701
1324329;04092015299;SPRING KITCHEN;10110 GREEN LEVEL CHURCH RD;;CARY;NC;27519;(919) 462-1388;2008-12-04T20:00:00-05:00;Restaurant;2651;-78.90107787;35.82060358;M;"{""type"": ""Point"", ""coordinates"": [-78.90108055603908, 35.82061065786535]}";35.8206106579,-78.901080556
1324332;04092020817;Lowes Foods # 162 Meat, Seafood, and Sausages;6430 TRYON RD;;CARY;NC;27511-7050;(919) 859-9335;1997-09-10T22:00:00-04:00;Food Stand;2670;-78.7615544;35.74559939;M;"{""type"": ""Point"", ""coordinates"": [-78.76155704825179, 35.745606454099295]}";35.7456064541,-78.7615570483
1324336;04092300289;Food Lion #2244 Meat/Seafood;7905 Falls of Neuse Road;;RALEIGH;NC;27615;(919) 847-8159;2019-10-28T21:00:00-04:00;Meat Market;2688;-78.62699996;35.89304166;M;"{""type"": ""Point"", ""coordinates"": [-78.62700256916804, 35.893048765086576]}";35.8930487651,-78.6270025692
1324348;04092018190;Dunkin Donuts/Baskin Robbins #339085;2727 Capital BLVD;;RALEIGH;NC;27604;(919) 875-9092;2019-09-29T22:00:00-04:00;Restaurant;2743;-78.60179762;35.81684953;M;"{""type"": ""Point"", ""coordinates"": [-78.60180021877255, 35.81685662188895]}";35.8168566219,-78.6018002188
1324349;04092016474;RYE BAR & SOUTHERN KITCHEN;500 FAYETTEVILLE ST;;RALEIGH;NC;27601;(919) 227-3370;2013-08-19T22:00:00-04:00;Restaurant;2744;-78.63997557;35.77359698;M;"{""type"": ""Point"", ""coordinates"": [-78.63997818384314, 35.773604061443564]}";35.7736040614,-78.6399781838
1324352;04092016920;WAKE MED NORTH FALLS CAFE;10000 FALLS OF NEUSE RD;;RALEIGH;NC;27614;(919) 350-1478;2015-05-06T22:00:00-04:00;Restaurant;2758;-78.5978446;35.90890852;M;"{""type"": ""Point"", ""coordinates"": [-78.59784720340296, 35.908915632031444]}";35.908915632,-78.5978472034
1324365;04092017887;Anise Pho;222-113 GLENWOOD AVE;;RALEIGH;NC;27603;(919) 633-0094;2018-07-24T22:00:00-04:00;Restaurant;2867;-78.64733509;35.78392897;M;"{""type"": ""Point"", ""coordinates"": [-78.64733770156475, 35.783936054253]}";35.7839360543,-78.6473377016
1324369;04092025198;The Katsu @ MSFH;411 W Morgan ST;;RALEIGH;NC;27603;(919) 213-1008;2018-07-31T22:00:00-04:00;Food Stand;2889;-78.6456917;35.77945516;M;"{""type"": ""Point"", ""coordinates"": [-78.64569430948153, 35.77946223590202]}";35.7794622359,-78.6456943095
1324370;04092018024;Rockin Roll Sushi Express;9650 Strickland RD;Suite 101;RALEIGH;NC;27615;(919) 803-7926;2019-01-03T20:00:00-05:00;Restaurant;2890;-78.65677159;35.90420107;T;"{""type"": ""Point"", ""coordinates"": [-78.65677420835202, 35.904208174307335]}";35.9042081743,-78.6567742084
1326857;04092025222;The North Carolina Catering Company @ TKA;2161 S Wilmington ST;;RALEIGH;NC;27603;(919) 415-4715;2018-10-30T21:00:00-04:00;Food Stand;19895;-78.64171063;35.75324624;M;"{""type"": ""Point"", ""coordinates"": [-78.64171323689276, 35.753253315631916]}";35.7532533156,-78.6417132369
1326881;04092030455;CockADoodleMoo (WCID #510);10125 DIVISION DR;;RALEIGH;NC;27603;(919) 614-0701;2019-12-10T20:00:00-05:00;Mobile Food Units;20017;-78.7114342;35.633982950000004;M;"{""type"": ""Point"", ""coordinates"": [-78.71143682216149, 35.63398999321413]}";35.6339899932,-78.7114368222
1326882;04092015568;HARRIS TEETER #422 DELI;120-100 ST ALBANS  DR;;RALEIGH;NC;27609;(919) 781-4165;2010-02-02T20:00:00-05:00;Restaurant;20001;-78.63887103;35.83819686;M;"{""type"": ""Point"", ""coordinates"": [-78.63887363804751, 35.83820395103439]}";35.838203951,-78.638873638
1326883;04092030385;Poblano's Tacos & More (WCID #660);1032 Huntsboro RD;;Knightdale;NC;27545;(919) 279-2656;2018-12-12T20:00:00-05:00;Mobile Food Units;20019;-78.45819365;35.74969345;M;"{""type"": ""Point"", ""coordinates"": [-78.45819620563466, 35.74970052557311]}";35.7497005256,-78.4581962056
1326887;04092017634;RESIDENCE INN DOWNTOWN RALEIGH;616 S SALISBURY ST;;RALEIGH;NC;27601;(919) 856-0017;2017-06-26T22:00:00-04:00;Restaurant;20035;-78.64078384;35.77259393;M;"{""type"": ""Point"", ""coordinates"": [-78.64078644972275, 35.77260100885564]}";35.7726010089,-78.6407864497
1326892;04092040387;A & R Crazy Dogs (WCID #729);10125 DIVISION DR;;RALEIGH;NC;27603-5664;(212) 658-1880;2020-08-26T22:00:00-04:00;Pushcarts;20046;-78.7114342;35.633982950000004;M;"{""type"": ""Point"", ""coordinates"": [-78.71143682216149, 35.63398999321413]}";35.6339899932,-78.7114368222
1326899;04092025205;One Stop Shop;6809 Mitchell Mill Rd;;ZEBULON;NC;27597;(919) 562-7801;2018-09-10T22:00:00-04:00;Food Stand;20096;-78.43061926;35.89269165;M;"{""type"": ""Point"", ""coordinates"": [-78.43062181503817, 35.89269875959638]}";35.8926987596,-78.430621815
1326911;04092016558;DAVE AND BUSTERS;1105 WALNUT ST;STE E101;CARY;NC;27520;(919) 535-6800;2013-11-03T20:00:00-05:00;Restaurant;20165;-78.76025493;35.77377018;T;"{""type"": ""Point"", ""coordinates"": [-78.76025757420669, 35.77377725784277]}";35.7737772578,-78.7602575742
1326950;04092015866;TAQUERIA EL TORO;3615 JUNCTION  BLVD;;RALEIGH;NC;27603;(919) 773-8172;2011-01-19T20:00:00-05:00;Restaurant;20377;-78.65709887;35.73081565;M;"{""type"": ""Point"", ""coordinates"": [-78.65710148572215, 35.7308227151444]}";35.7308227151,-78.6571014857
1326956;04092017010;NAZARA INDIAN BISTRO;1945 HIGH HOUSE RD;;CARY;NC;27519;(919) 694-5353;2015-08-20T22:00:00-04:00;Restaurant;20397;-78.84865444;35.78921622;M;"{""type"": ""Point"", ""coordinates"": [-78.84865710814032, 35.78922329718074]}";35.7892232972,-78.8486571081
1326961;04092021974;PUBLIX #1514 PRODUCE;1030 FORESTVILLE RD;;WAKE FOREST;NC;27587;(919) 556-6671;2016-08-29T22:00:00-04:00;Food Stand;20445;-78.5075981;35.94611021;M;"{""type"": ""Point"", ""coordinates"": [-78.50760067551131, 35.946117328474436]}";35.9461173285,-78.5076006755
1326966;04092018056;Peak of the Vine;301 N Salem ST;Ste. 102;Apex;NC;27502;(919) 267-9828;2019-02-18T20:00:00-05:00;Restaurant;20476;-78.85046886;35.73305629;M;"{""type"": ""Point"", ""coordinates"": [-78.85047152808178, 35.733063353897066]}";35.7330633539,-78.8504715281
1326968;04092015160;Peace China;802 Semart  DR;Ste 106;RALEIGH;NC;27604;(919) 833-8668;2008-06-10T22:00:00-04:00;Restaurant;20498;-78.63966331;35.79052298;M;"{""type"": ""Point"", ""coordinates"": [-78.63966592200887, 35.79053006089415]}";35.7905300609,-78.639665922
1326985;04092015320;LA COCINA #6;1221 TIMBER DR E;;GARNER;NC;27529;(919) 772-6999;2009-01-08T20:00:00-05:00;Restaurant;20596;-78.57544772;35.68894454;M;"{""type"": ""Point"", ""coordinates"": [-78.57545030975693, 35.688951600171464]}";35.6889516002,-78.5754503098
1326986;04092013500;Lucky 32;7307 TRYON RD;;CARY;NC;27511-6603;(919) 233-1632;2002-01-23T20:00:00-05:00;Restaurant;20598;-78.78538599;35.73639972;M;"{""type"": ""Point"", ""coordinates"": [-78.78538864371484, 35.73640678727339]}";35.7364067873,-78.7853886437
1326990;04092018058;JERRY'S GRILL;813 E Whitaker Mill RD;;RALEIGH;NC;27608;(919) 832-7561;2019-02-20T20:00:00-05:00;Restaurant;20632;-78.62516193;35.8075542;M;"{""type"": ""Point"", ""coordinates"": [-78.62516453270007, 35.807561289988485]}";35.80756129,-78.6251645327
1327000;04092015317;FIVE GUYS BURGERS & FRIES;8107 CREEDMOOR RD, STE 100;;RALEIGH;NC;27613;(919) 844-7057;2009-01-04T20:00:00-05:00;Restaurant;20714;-78.68116797;35.89788799;M;"{""type"": ""Point"", ""coordinates"": [-78.6811705970946, 35.897895094012235]}";35.897895094,-78.6811705971
1327011;04092030341;THE HEIGHTS DOMINICAN KITCHEN (WCID # 609);8808 MIRANDA DR;;RALEIGH;NC;27617;(352) 216-8444;2017-06-28T22:00:00-04:00;Mobile Food Units;20794;-78.74282545;35.91392838;M;"{""type"": ""Point"", ""coordinates"": [-78.74282809456277, 35.91393548372693]}";35.9139354837,-78.7428280946
1327020;04092021976;SMOOTHIE KING #1376;3001-112 HILLSBOROUGH ST;;RALEIGH;NC;27607;(989) 269-7823;2016-08-25T22:00:00-04:00;Food Stand;20800;-78.67597722;35.78943538;M;"{""type"": ""Point"", ""coordinates"": [-78.67597984040903, 35.78944245452217]}";35.7894424545,-78.6759798404
1327029;04092300183;Food Lion #90 Meat Market;4317 Falls of Neuse RD;;RALEIGH;NC;27609;(919) 872-5376;2000-06-30T22:00:00-04:00;Meat Market;20918;-78.61339277;35.84095998;M;"{""type"": ""Point"", ""coordinates"": [-78.61339537851617, 35.84096706801771]}";35.840967068,-78.6133953785
1327037;04092021835;KAPLAN CATERING;9420-111 FORUM DRIVE;;RALEIGH;NC;27615;(919) 274-0456;2015-02-22T20:00:00-05:00;Food Stand;20986;-78.65361444;35.89723108;M;"{""type"": ""Point"", ""coordinates"": [-78.65361706283538, 35.897238178712364]}";35.8972381787,-78.6536170628
1327038;04092016203;NEW RAINBOW GARDEN;407 S MAIN ST;;ROLESVILLE;NC;27571;(919) 554-8838;2012-06-07T22:00:00-04:00;Restaurant;20987;-78.46472721;35.91731538;M;"{""type"": ""Point"", ""coordinates"": [-78.46472977814355, 35.9173224967878]}";35.9173224968,-78.4647297781
1327041;04092021728;BARRON'S DELI;5420 FAYETTEVILLE RD;;RALEIGH;NC;27603;(919) 772-4839;2012-12-02T20:00:00-05:00;Food Stand;21010;-78.66355995;35.70535421;M;"{""type"": ""Point"", ""coordinates"": [-78.66356256457583, 35.70536127350973]}";35.7053612735,-78.6635625646
1327057;04092016133;HIBACHI CHINA BUFFET;2909  E MILLBROOK RD;;RALEIGH;NC;27604;(919) 878-5688;2012-03-15T21:00:00-04:00;Restaurant;21085;-78.58213563;35.85057911;M;"{""type"": ""Point"", ""coordinates"": [-78.58213822396594, 35.85058620787156]}";35.8505862079,-78.582138224
1327059;04092016734;GROCERY BOY JR.;1912 W GARNER  RD;;GARNER;NC;27529;(919) 772-5018;2014-08-21T22:00:00-04:00;Restaurant;21096;-78.6258069;35.72598424;M;"{""type"": ""Point"", ""coordinates"": [-78.6258094990405, 35.72599130299136]}";35.725991303,-78.625809499
1327065;04092021767;DOMINO'S PIZZA #4495;10411 MONCREIFFE RD;STE 101;RALEIGH;NC;27617;(919) 957-2929;2013-11-20T20:00:00-05:00;Food Stand;21128;-78.79210079;35.89996272;M;"{""type"": ""Point"", ""coordinates"": [-78.79210344709723, 35.899969814284425]}";35.8999698143,-78.7921034471
1327081;04092021223;Food Lion #1358 Deli;1121 Falls River Ave;;RALEIGH;NC;27614;(919) 847-1640;2003-09-28T22:00:00-04:00;Food Stand;21274;-78.58940896;35.90603425;M;"{""type"": ""Point"", ""coordinates"": [-78.58941155681555, 35.90604135763433]}";35.9060413576,-78.5894115568
1327083;04092013886;Wasabi;107 Edinburgh South, St 135;;CARY;NC;27511;(919) 460-7980;2003-08-27T22:00:00-04:00;Restaurant;21272;-78.79910146;35.73756978;M;"{""type"": ""Point"", ""coordinates"": [-78.79910411877138, 35.737576844119616]}";35.7375768441,-78.7991041188
1327084;04092021542;WALMART #1372 DELI;4500 FAYETTEVILLE RD;;RALEIGH;NC;27603;(919) 772-8751;2008-07-13T22:00:00-04:00;Food Stand;21303;-78.65858197;35.71894128;M;"{""type"": ""Point"", ""coordinates"": [-78.65858458564253, 35.71894834738451]}";35.7189483474,-78.6585845856
1327086;04092017629;TROPICAL SMOOTHIE CAFE NC-55;6679-101 FALLS OF NEUSE RD;;RALEIGH;NC;27615;(919) 879-2233;2017-06-13T22:00:00-04:00;Restaurant;21292;-78.62317377;35.87493875;M;"{""type"": ""Point"", ""coordinates"": [-78.62317637784112, 35.87494584779643]}";35.8749458478,-78.6231763778
1327097;04092300160;Food Lion #815 Meat Market;2837 WENDELL Blv;;WENDELL;NC;27591-6904;(919) 365-3002;2000-06-30T22:00:00-04:00;Meat Market;21400;-78.38037181;35.79568777;M;"{""type"": ""Point"", ""coordinates"": [-78.38037434416412, 35.795694862270295]}";35.7956948623,-78.3803743442
1327101;04092013412;Staybridge Suites Sundowner Room;1012 AIRPORT BLVD;;MORRISVILLE;NC;27560-9195;(919) 468-0180;2001-09-27T22:00:00-04:00;Restaurant;21425;-78.81815774;35.85722953;M;"{""type"": ""Point"", ""coordinates"": [-78.81816041166697, 35.85723661403698]}";35.857236614,-78.8181604117
1327108;04092013805;McDonald's #28245;110 Carillon Dr;;GARNER;NC;27529;(919) 771-2441;2003-04-22T22:00:00-04:00;Restaurant;21469;-78.58282245;35.69257858;M;"{""type"": ""Point"", ""coordinates"": [-78.58282503491502, 35.69258563939389]}";35.6925856394,-78.5828250349
1327110;04092030492;Hecho En Mexico (WCID #784);5021 ZEBULON RD;;ZEBULON;NC;27597-7509;(919) 453-3135;2020-09-03T22:00:00-04:00;Mobile Food Units;21481;-78.38519234;35.91561826;M;"{""type"": ""Point"", ""coordinates"": [-78.38519488120762, 35.91562537259608]}";35.9156253726,-78.3851948812
1327117;04092017714;BellaRose Nursing and Rehab Center Foodservice;200 BellaRose Lake WAY;;GARNER;NC;27529;(919) 985-8400;2017-10-08T22:00:00-04:00;Restaurant;21533;-78.60082028;35.66980057;M;"{""type"": ""Point"", ""coordinates"": [-78.60082287543808, 35.669807624623594]}";35.6698076246,-78.6008228754
1327119;04092018188;DUNKIN' DONUTS #350706;10030 GREEN LEVEL CHURCH  RD;;CARY;NC;27519;(919) 481-4477;2019-09-26T22:00:00-04:00;Restaurant;21574;-78.90107787;35.82060358;M;"{""type"": ""Point"", ""coordinates"": [-78.90108055603908, 35.82061065786535]}";35.8206106579,-78.901080556
1327121;04092110529;Carl Sandburg Cafeteria;3351 Carl Sandburg CT;;RALEIGH;NC;27610;(919) 694-7707;2018-09-24T22:00:00-04:00;Public School Lunchrooms;21577;-78.58069284;35.78102302;M;"{""type"": ""Point"", ""coordinates"": [-78.58069542999864, 35.78103010421972]}";35.7810301042,-78.58069543
1327122;04092018353;Japan XO;7811 MIDDLE POYNER DR;;RALEIGH;NC;27616;(919) 916-5150;2020-04-27T22:00:00-04:00;Restaurant;21589;-78.57108856;35.86546919;M;"{""type"": ""Point"", ""coordinates"": [-78.57109115124194, 35.86547629187794]}";35.8654762919,-78.5710911512
1327124;04092110154;Ligon Middle School Cafeteria;706 E Lenoir ST;;RALEIGH;NC;27601;(919) 856-7929 ext. 22160;2005-08-23T22:00:00-04:00;Public School Lunchrooms;21625;-78.62632211;35.77026486;M;"{""type"": ""Point"", ""coordinates"": [-78.62632471504911, 35.77027194151217]}";35.7702719415,-78.626324715
1327127;04092018344;Marco's Pizza #8407;325 CARPENTER HILL DR;102;CARY;NC;27519;(919) 230-2222;2020-04-07T22:00:00-04:00;Restaurant;21637;-78.90087215;35.82521309;M;"{""type"": ""Point"", ""coordinates"": [-78.90087484047855, 35.825220169897456]}";35.8252201699,-78.9008748405
1327130;04092014461;Starbucks Coffee #9657;3608 Davis DR;;MORRISVILLE;NC;27560;(919) 460-1170;2005-11-30T20:00:00-05:00;Restaurant;21660;-78.84755942;35.82156249;M;"{""type"": ""Point"", ""coordinates"": [-78.84756209701969, 35.82156957145441]}";35.8215695715,-78.847562097
1327144;04092030419;Scaleboyz Fish, Chips & More  (WCID #709);2161 S Wilmington ST;;RALEIGH;NC;27620;(919) 724-8285;2019-05-09T22:00:00-04:00;Mobile Food Units;21721;-78.64171063;35.75324624;M;"{""type"": ""Point"", ""coordinates"": [-78.64171323689276, 35.753253315631916]}";35.7532533156,-78.6417132369
1327150;04092110483;Smith Magnet Elementary School Cafeteria;1101 MAXWELL DR;;RALEIGH;NC;27603;(919) 662-2465;2009-08-13T22:00:00-04:00;Public School Lunchrooms;21755;-78.65338964;35.71157285;M;"{""type"": ""Point"", ""coordinates"": [-78.653392248678, 35.71157991233832]}";35.7115799123,-78.6533922487
1327161;04092017531;MAR-Y-SOL;4020 CAPITAL BLVD;SUITE 108;RALEIGH;NC;27604;(919) 431-0505;2017-03-05T20:00:00-05:00;Restaurant;21803;-78.57967846;35.83550619;M;"{""type"": ""Point"", ""coordinates"": [-78.5796810495881, 35.835513282899946]}";35.8355132829,-78.5796810496
1327168;04092018152;JOLIE;620 N PERSON ST;;RALEIGH;NC;27604;(919) 803-7221;2019-08-12T22:00:00-04:00;Restaurant;21836;-78.6340625;35.78882326;M;"{""type"": ""Point"", ""coordinates"": [-78.63406510559716, 35.78883034484751]}";35.7888303448,-78.6340651056
1327170;04092110493;Wake Forest High School Cafeteria;420  STADIUM  DR;;WAKE FOREST;NC;27587;(919) 554-8461;2010-07-29T22:00:00-04:00;Public School Lunchrooms;21840;-78.51629765;35.98569699;M;"{""type"": ""Point"", ""coordinates"": [-78.51630023519414, 35.98570411420189]}";35.9857041142,-78.5163002352
1327176;04092030271;BARONE MEATBALL COMPANY (wcid #511);241 E Millbrook RD;STE 106;RALEIGH;NC;27604;(919) 275-0625;2015-01-01T20:00:00-05:00;Mobile Food Units;21872;0.0;0.0;U;;
1327180;04092017113;Blaze Pizza #1125;140 CABELA DR;;GARNER;NC;27529;(919) 772-1021;2015-12-15T20:00:00-05:00;Restaurant;21899;-78.58356211;35.69799194;M;"{""type"": ""Point"", ""coordinates"": [-78.58356469330006, 35.69799900524017]}";35.6979990052,-78.5835646933
1327184;04092016857;BIG MIKES BBQ;1222 NW MAYNARD ROAD;;CARY;NC;27513;(919) 601-2430;2015-01-15T20:00:00-05:00;Restaurant;21922;-78.80932512;35.7848684;M;"{""type"": ""Point"", ""coordinates"": [-78.80932777787052, 35.78487547611522]}";35.7848754761,-78.8093277779
1327186;04092015002;BAAN THAI RESTAURANT;758 WILLIAMS ST;;APEX;NC;27502;(919) 629-6399;2007-11-08T20:00:00-05:00;Restaurant;21916;-78.86464087;35.73807755;M;"{""type"": ""Point"", ""coordinates"": [-78.8646435441176, 35.73808461290319]}";35.7380846129,-78.8646435441
1327188;04092017837;Buku Wake Forest;1228 Heritage Link DR;;WAKE FOREST;NC;27587;(919) 435-1595;2018-04-10T22:00:00-04:00;Restaurant;21953;-78.50262454;35.94544167;M;"{""type"": ""Point"", ""coordinates"": [-78.50262711414813, 35.94544878617324]}";35.9454487862,-78.5026271141
1327189;04092300287;Agori International African Market;4701-111 Atlantic AVE;;RALEIGH;NC;27604;;2019-03-12T21:00:00-04:00;Meat Market;21939;-78.60177748;35.8482227;M;"{""type"": ""Point"", ""coordinates"": [-78.60178008102342, 35.848229791662604]}";35.8482297917,-78.601780081
1327194;04092017251;FIVE GUYS #1784;5501-106 CAPITAL BLVD;;RALEIGH;NC;27616;(984) 232-0547;2016-06-27T22:00:00-04:00;Restaurant;21976;-78.58184125;35.86070377;M;"{""type"": ""Point"", ""coordinates"": [-78.58184384257989, 35.86071086415378]}";35.8607108642,-78.5818438426
1327195;04092021680;WOLF VILLAGE C-STORE;222 WOLF VILLAGE  WAY;;RALEIGH;NC;27695;(919) 513-0580;2011-08-11T22:00:00-04:00;Food Stand;21977;0.0;0.0;U;;
1327212;04092018325;Nature's Juice Bar & Cafe;2808 HILLSBOROUGH ST;;RALEIGH;NC;27607;(984) 200-0768;2020-02-23T20:00:00-05:00;Restaurant;22064;-78.67445032;35.78959693;M;"{""type"": ""Point"", ""coordinates"": [-78.67445293682891, 35.7896040083063]}";35.7896040083,-78.6744529368
1327219;04092016905;HIBACHI CHINA 88;239 Timber Drive;;GARNER;NC;27529;(984) 202-5880;2015-04-12T22:00:00-04:00;Restaurant;22093;-78.60613102;35.68500723;M;"{""type"": ""Point"", ""coordinates"": [-78.60613360955622, 35.68501429296299]}";35.685014293,-78.6061336096
1327227;04092015904;WHOLE FOODS #10338 PREPARED FOODS;8710 SIX FORKS RD;;RALEIGH;NC;27615;(919) 354-0350;2011-03-10T20:00:00-05:00;Restaurant;22155;-78.65023656;35.89889154;M;"{""type"": ""Point"", ""coordinates"": [-78.6502391825705, 35.89889864765647]}";35.8988986477,-78.6502391826
1327229;04092016842;DQ GRILL & CHILL #43767;601 VILLAGE WALK DR;;HOLLY SPRINGS;NC;27540;(919) 552-4920;2014-12-28T20:00:00-05:00;Restaurant;22166;-78.83592869;35.6398289;M;"{""type"": ""Point"", ""coordinates"": [-78.83593134838034, 35.63983593976676]}";35.6398359398,-78.8359313484
1327231;04092017298;WENDY'S #6337;3701 NEW BERN AVE;;RALEIGH;NC;27610;(919) 250-6034;2016-08-25T22:00:00-04:00;Restaurant;22177;-78.57735438;35.79810894;M;"{""type"": ""Point"", ""coordinates"": [-78.5773569666604, 35.798116020365455]}";35.7981160204,-78.5773569667
1327234;04092016836;PIZZA AMORE;238 S WHITE ST;;WAKE FOREST;NC;27587;(919) 435-6067;2014-12-15T20:00:00-05:00;Restaurant;22180;-78.51038402;35.97699087;M;"{""type"": ""Point"", ""coordinates"": [-78.51038659611982, 35.976997997644624]}";35.9769979976,-78.5103865961
1327238;04092017585;MCALISTER'S DELI #100958;1061 PINE PLAZA DR;;APEX;NC;27523;(919) 362-6518;2017-04-26T22:00:00-04:00;Restaurant;22216;-78.82939266;35.74657076;M;"{""type"": ""Point"", ""coordinates"": [-78.82939532468701, 35.74657782334407]}";35.7465778233,-78.8293953247
